,t,avg_velocity
0,0,0.0
1,1,0.08599999999999998
2,2,0.20432103134296323
3,3,0.2681380549509146
4,4,0.3526264223274349
5,5,0.43182837368088994
6,6,0.3986862101347408
7,7,0.37733876848812026
8,8,0.3672927324902393
9,9,0.37508940330161705
10,10,0.3910606248661515
11,11,0.40707940224173617
12,12,0.40468403904593003
13,13,0.416680108395795
14,14,0.3886456152007539
15,15,0.39585149244921086
16,16,0.4082854733152124
17,17,0.41517177121452453
18,18,0.43821252534151833
19,19,0.4650793250364557
20,20,0.47769200524413624
21,21,0.509803236363979
22,22,0.47610444931035995
23,23,0.4605518066002392
24,24,0.479848369554712
25,25,0.5068297379814372
26,26,0.5839264829984964
27,27,0.592463617808103
28,28,0.5527554582604712
29,29,0.5191421265026254
30,30,0.5186805080085526
31,31,0.5374543725190796
32,32,0.5625196433566266
33,33,0.5823165835165907
34,34,0.5581732284365132
35,35,0.5372682253837295
36,36,0.5609567152312623
37,37,0.541971725664383
38,38,0.5443366758648974
39,39,0.5530262548345201
40,40,0.5962028355712368
41,41,0.600849364800616
42,42,0.6337557528442619
43,43,0.5869287995468558
44,44,0.6263591502113728
45,45,0.6051947284537175
46,46,0.5702358949018469
47,47,0.5588140545487673
48,48,0.5968376601174282
49,49,0.5825180739632583
50,50,0.5606826455427907
51,51,0.5455947044720841
52,52,0.5720446097737394
53,53,0.5776986374588725
54,54,0.5977866538316856
55,55,0.6278154623915504
56,56,0.6601142784683175
57,57,0.640260304511047
58,58,0.6279281463144885
59,59,0.6315180187207513
60,60,0.6376565622420834
61,61,0.7298302039614536
62,62,0.7319102553256148
63,63,0.7280369015665326
64,64,0.7310047940565844
65,65,0.7053572919020824
66,66,0.709865681684456
67,67,0.6505046499976314
68,68,0.696995865985009
69,69,0.6610005974412522
70,70,0.6543420720384238
71,71,0.6373710013138166
72,72,0.6655201585030965
73,73,0.6438684742336983
74,74,0.6581743922711162
75,75,0.6605423387479561
76,76,0.6839172647243343
77,77,0.6900367082035639
78,78,0.710667984456786
79,79,0.7307502319221539
80,80,0.7215796556069415
81,81,0.6384825318844262
82,82,0.5846125698031281
83,83,0.5795913483668218
84,84,0.5917950040610717
85,85,0.664232817921615
86,86,0.7027453183855491
87,87,0.6867337797835366
88,88,0.6330410829818927
89,89,0.6418462964534541
90,90,0.6649992936642497
91,91,0.6582489023083842
92,92,0.6637418820983089
93,93,0.6715643215342333
94,94,0.6905162918549085
95,95,0.7408662012926618
96,96,0.7609533200920713
97,97,0.7546722290970629
98,98,0.8050949215346398
99,99,0.7604226413024096
100,100,0.7194653231330003
101,101,0.7266688637609158
102,102,0.7079315052217389
103,103,0.6624845378157453
104,104,0.6878308495124102
105,105,0.699565294043209
106,106,0.7090137418280743
107,107,0.7308297185152061
108,108,0.7066066632543493
109,109,0.6539565975294507
110,110,0.7281220344847877
111,111,0.7286667956338461
112,112,0.6784471337314951
113,113,0.7012886068806695
114,114,0.7110601928503548
115,115,0.7256061834638565
116,116,0.6527235772466349
117,117,0.6610751056228519
118,118,0.7009077964888379
119,119,0.6245269708432016
120,120,0.6631819859034664
121,121,0.655984548288415
122,122,0.6527605464899825
123,123,0.7013746770004738
124,124,0.6935206348609885
125,125,0.7068688991833525
126,126,0.7028395381711657
127,127,0.711645462156121
128,128,0.7483533065591412
129,129,0.7361906627193662
130,130,0.7343624303831764
131,131,0.7437430216644372
132,132,0.7088023441193821
133,133,0.7029859192793125
134,134,0.6656252115024622
135,135,0.6895800171443307
136,136,0.7057280404007734
137,137,0.7110665678466377
138,138,0.69052682876627
139,139,0.696372691959982
140,140,0.662277029532399
141,141,0.6435858801878146
142,142,0.6839673827371431
143,143,0.68138786184887
144,144,0.6879268564978652
145,145,0.7275116630440158
146,146,0.6872982217804012
147,147,0.6985923145792028
148,148,0.6653994178191576
149,149,0.6740247860296504
150,150,0.6649042091241083
151,151,0.6955765886876928
152,152,0.7042453947178055
153,153,0.7096935730726177
154,154,0.6870438400813694
155,155,0.6843426685966156
156,156,0.7002648278015924
157,157,0.7432051303266547
158,158,0.809382021466423
159,159,0.8514894369375434
160,160,0.8298462956098462
161,161,0.8088790049610712
162,162,0.7473352307247779
163,163,0.7578299238186759
164,164,0.7091829251798477
165,165,0.6825816603062147
166,166,0.6631401880550986
167,167,0.6627283913399232
168,168,0.6853055837359072
169,169,0.7048260960435618
170,170,0.7071234361389245
171,171,0.6785397560613318
172,172,0.6658113081922656
173,173,0.6957963875558083
174,174,0.7221041689390044
175,175,0.6986769004535098
176,176,0.7400767096781894
177,177,0.7015732847465003
178,178,0.7161253818935279
179,179,0.6955340960700783
180,180,0.7260328016272953
181,181,0.7329499834402818
182,182,0.7188794994256645
183,183,0.7188526986576725
184,184,0.7095074566735794
185,185,0.719796896559378
186,186,0.7225961064035286
187,187,0.7060222279662801
188,188,0.7085840012382376
189,189,0.67232818780988
190,190,0.7040772844293666
191,191,0.754574612666606
192,192,0.7623656828994397
193,193,0.7796802890605489
194,194,0.7432985008174431
195,195,0.713961342591882
196,196,0.7004629308582969
197,197,0.6880037376309913
198,198,0.6443417096685293
199,199,0.6757217800067322
200,200,0.6729227060358087
201,201,0.6844051792605922
202,202,0.6850160309245176
203,203,0.6691326654322459
204,204,0.6883010197629812
205,205,0.6828548852926589
206,206,0.7022519680138016
207,207,0.7245051897974092
208,208,0.7289539473364012
209,209,0.7155332814938737
210,210,0.749208617536427
211,211,0.7571861083231107
212,212,0.7655006046881883
213,213,0.736461907215192
214,214,0.7058412883973908
215,215,0.7076199247694417
216,216,0.7506582787233931
217,217,0.7361478065501749
218,218,0.7905129307062151
219,219,0.7899870893146764
220,220,0.7579257799027534
221,221,0.7270830850240837
222,222,0.7234575108894609
223,223,0.6793709208283525
224,224,0.7184797231421831
