,t,fuel_consumption
0,0,21.90500000000001
1,1,15.358250000000004
2,2,10.145
3,3,9.581118585187076
4,4,8.302754331394448
5,5,7.075798863554265
6,6,7.954308947688035
7,7,8.467043479386627
8,8,8.078332879504343
9,9,8.253043932025957
10,10,7.759001152595651
11,11,7.793481239045767
12,12,7.884591360521174
13,13,7.739834605697001
14,14,7.981313476307992
15,15,7.842695745523953
16,16,7.135902936121624
17,17,7.766914720887582
18,18,6.648013187065134
19,19,6.809762444049019
20,20,6.180350521638084
21,21,6.21096700188979
22,22,7.192913784852898
23,23,6.527744370276345
24,24,5.804249516286019
25,25,5.89121383382375
26,26,5.16206202661775
27,27,5.474535800857633
28,28,5.785399435497421
29,29,6.4821499876215
30,30,6.7855277870515955
31,31,6.321383981870392
32,32,6.221050827154533
33,33,6.081948334576488
34,34,6.079184899814574
35,35,6.884765189550629
36,36,6.3256801409233265
37,37,6.278434366075876
38,38,6.121245637745959
39,39,5.967296288227509
40,40,4.955320053928292
41,41,5.554889294486739
42,42,5.28355328322773
43,43,6.809762259623476
44,44,5.2503023163711955
45,45,5.6873013644239325
46,46,6.055103711128701
47,47,6.523228119367267
48,48,5.710146415725593
49,49,6.587103335993662
50,50,6.639650009244256
51,51,6.479032005204592
52,52,5.599961369992967
53,53,5.641758287557184
54,54,5.47884813992493
55,55,5.129272286491159
56,56,5.107404998700259
57,57,5.8279488837317
58,58,5.066661194491231
59,59,4.935514764949601
60,60,4.808643906708136
61,61,4.292681820964119
62,62,4.433594099253727
63,63,4.71847975056831
64,64,4.232991715459512
65,65,5.189330487732394
66,66,4.699408963073784
67,67,4.620635466355988
68,68,4.7979068823144875
69,69,5.556518771531321
70,70,4.527669419080213
71,71,4.934691709713244
72,72,4.795730355886332
73,73,4.6999720969749985
74,74,5.611694490917862
75,75,5.619670160168161
76,76,4.4683418790188645
77,77,5.698705000943795
78,78,4.302350257120136
79,79,4.462166299283851
80,80,5.114215990511963
81,81,6.030647006988589
82,82,5.486165400065988
83,83,5.0340577353315
84,84,5.31168435663501
85,85,4.296023864781412
86,86,5.227303463298191
87,87,4.971904504385136
88,88,5.653213039035958
89,89,5.32520288785519
90,90,5.197157840556058
91,91,5.2459666143638835
92,92,4.754892728672913
93,93,4.626449777011177
94,94,4.759373117374126
95,95,5.0288068085315505
96,96,4.6639976256474505
97,97,4.88772939709482
98,98,4.281673591109602
99,99,4.304072438843932
100,100,5.214404804154048
101,101,4.594345742398939
102,102,5.1758721190064705
103,103,4.931077177918544
104,104,4.88903216298957
105,105,4.166623193060266
106,106,4.631240291671563
107,107,4.78680682892553
108,108,4.804560353492276
109,109,5.042650450360055
110,110,4.29037532541479
111,111,4.621282458587066
112,112,4.885946765750096
113,113,5.128265136719682
114,114,5.4858863780834985
115,115,5.087992056979813
116,116,5.46204899637301
117,117,5.744554101789405
118,118,4.849006897818327
119,119,6.837376042441608
120,120,5.129254644493355
121,121,4.844496191764427
122,122,5.37557301173831
123,123,5.016724562512802
124,124,4.887308044665399
125,125,4.763263154171761
126,126,4.844166974569647
127,127,4.908871621289623
128,128,4.184995854467302
129,129,4.475590196489423
130,130,4.967080196266024
131,131,4.954728771291492
132,132,4.716301207918352
133,133,5.020470818664714
134,134,5.223400870485676
135,135,5.072899914598861
136,136,4.492944853493157
137,137,4.812767790093916
138,138,4.8045548846120525
139,139,4.85960701889145
140,140,5.297818861717215
141,141,5.137464700787046
142,142,4.7871152650736155
143,143,4.968311194756357
144,144,4.823701240744778
145,145,4.637570281267651
146,146,5.306735784053067
147,147,4.914611975667275
148,148,5.427779054869591
149,149,5.087398278118107
150,150,4.862636220517769
151,151,4.54370140896744
152,152,4.620172513343823
153,153,5.053175391512749
154,154,5.247696586911811
155,155,5.01572371219572
156,156,4.378148718537896
157,157,4.039809366707539
158,158,3.7219994550644966
159,159,3.5843091229334543
160,160,4.5690774555451314
161,161,5.211295434781889
162,162,5.401865519399177
163,163,4.4782208381809205
164,164,5.064034014543279
165,165,5.307639954339768
166,166,5.069294114067261
167,167,5.278682332157127
168,168,4.883469398490657
169,169,4.540027704280101
170,170,5.082003412773525
171,171,4.937023038965325
172,172,5.050706290043882
173,173,4.5865372875650765
174,174,4.48411676457367
175,175,4.371756655939366
176,176,4.405466648572648
177,177,4.7982570865572
178,178,4.854242373735594
179,179,4.976669590123134
180,180,4.071715758287735
181,181,4.288141846033411
182,182,4.860643526788054
183,183,4.840255679035207
184,184,4.823065265083677
185,185,4.708250666926819
186,186,4.722567635049929
187,187,5.2701398157542405
188,188,4.888940796267712
189,189,5.0199847934653725
190,190,4.517787874626788
191,191,4.566894868558433
192,192,4.131417555192474
193,193,4.2304430053026865
194,194,4.586913992331684
195,195,5.464488055395951
196,196,5.118074000465776
197,197,4.7302978642414315
198,198,5.019294128812829
199,199,4.663353111444416
200,200,5.311030937822403
201,201,5.0225108657405
202,202,5.2289753412370965
203,203,5.2307372503728
204,204,5.176834672808386
205,205,4.874155297605462
206,206,4.993768475502905
207,207,4.669183938774919
208,208,5.248114674144539
209,209,4.847375517274761
210,210,4.439919114433252
211,211,4.002218978933701
212,212,4.347390328293269
213,213,5.506663946948154
214,214,5.489105663867399
215,215,5.043594853825684
216,216,4.7329875430760895
217,217,4.358884799973518
218,218,4.26918472338493
219,219,4.825694661926246
220,220,5.169942415370174
221,221,5.043994409351084
222,222,4.772376202956739
223,223,4.653005781923339
224,224,4.573323074593519
225,225,5.188310839112928
226,226,4.371651740299556
227,227,4.568388843749208
228,228,4.772013668871619
229,229,4.040782463099929
230,230,4.29589205142865
231,231,4.915932435524889
232,232,3.909579043222847
233,233,4.09481224104543
234,234,4.7000843313447245
235,235,5.301647080720813
236,236,5.3961315395028855
237,237,5.0931831582163145
238,238,4.501956262281424
239,239,4.823984002913805
240,240,4.632682696026571
241,241,4.71150271695534
242,242,4.439223413770479
243,243,5.3521774537588565
244,244,4.867169356468767
245,245,4.402168691999858
246,246,5.619905370859232
247,247,4.900637163489958
248,248,4.415187246094439
249,249,5.417399404296307
250,250,4.989213159157934
251,251,4.416472665358722
252,252,4.507876553908246
253,253,5.192983197647582
254,254,4.905667868472128
255,255,4.838834359281699
256,256,4.632479380240498
257,257,4.289446273314442
258,258,4.218624236702124
259,259,3.9178122102059594
260,260,4.332996287498011
261,261,4.265730938353302
262,262,4.701773550888779
263,263,4.5407993707337235
264,264,4.762512995421812
265,265,4.140308475036839
266,266,4.588974381165968
267,267,5.040823760881713
268,268,5.5834694643094345
269,269,5.04343049011864
270,270,4.43506258559516
271,271,5.221148892052518
272,272,5.512783829615544
273,273,4.556623664296853
274,274,4.621040207851433
275,275,4.953194989813183
276,276,5.067464416754246
277,277,4.766527221784212
278,278,4.20668985765321
279,279,5.015349928631744
280,280,5.1907454122939
281,281,5.456875085386737
282,282,4.872937636096892
283,283,4.83234814316815
284,284,4.862853624735476
285,285,4.1454985434291505
286,286,4.344987181125241
287,287,5.139909507754911
288,288,5.03139583739004
289,289,5.498082301112164
290,290,5.1349678640638015
291,291,5.175870902803493
292,292,4.607806022924715
293,293,4.765189571123901
294,294,4.539111572503061
295,295,4.903391424143902
296,296,4.1748276381934835
297,297,4.415367101197222
298,298,4.921990743621571
299,299,4.432930497772698
300,300,4.61101943402242
301,301,5.206916978870787
302,302,5.2762867166255285
303,303,5.243452064722163
304,304,4.654087322545917
305,305,4.556600329213787
306,306,4.27182899992091
307,307,4.4079679033738195
308,308,4.253434971208204
309,309,4.558152769951327
310,310,4.775384969772175
311,311,4.266955812623358
312,312,4.240380459956876
313,313,4.555624892900962
314,314,3.9803511038170534
315,315,4.191495989895575
316,316,5.160052101994496
317,317,4.346585272535588
318,318,4.85516001972389
319,319,4.5378990218745665
320,320,5.3172680195259305
321,321,5.26287528449497
322,322,4.197743664259948
323,323,4.532735071221072
324,324,4.243905910675478
325,325,3.6555714449147665
326,326,3.446520481984554
327,327,4.237414736159288
328,328,4.751486929228442
329,329,4.419803783383638
330,330,4.343619382877881
331,331,4.731457757949972
332,332,4.865559088314296
333,333,4.251475122525395
334,334,5.084662149647736
335,335,4.65415812608196
336,336,4.329840550851625
337,337,4.942756483139535
338,338,5.0071829242323584
339,339,5.194679632619891
340,340,4.749220044247433
341,341,4.399362371932506
342,342,4.390660742981972
343,343,4.700089079583128
344,344,4.5908304739527
345,345,4.34821425120464
346,346,4.452458628256416
347,347,5.424620580716211
348,348,5.391379671618333
349,349,4.882000284024823
350,350,5.0104805380558375
351,351,4.543716266079284
352,352,4.487852225413288
353,353,4.811671881243058
