,t,cars_in_congestion
162,162,23.0
163,163,24.0
164,164,20.0
165,165,22.0
166,166,20.0
167,167,17.0
168,168,16.0
169,169,18.0
170,170,22.0
171,171,19.0
172,172,17.0
173,173,22.0
174,174,24.0
175,175,26.0
176,176,29.0
177,177,26.0
178,178,22.0
179,179,22.0
180,180,21.0
181,181,21.0
182,182,16.0
183,183,22.0
184,184,15.0
185,185,14.0
186,186,19.0
187,187,20.0
188,188,20.0
189,189,19.0
190,190,17.0
191,191,26.0
192,192,29.0
193,193,25.0
194,194,20.0
195,195,18.0
196,196,20.0
197,197,22.0
198,198,26.0
199,199,17.0
200,200,18.0
201,201,18.0
202,202,19.0
203,203,17.0
204,204,16.0
205,205,20.0
206,206,25.0
207,207,23.0
208,208,21.0
209,209,16.0
210,210,17.0
211,211,19.0
212,212,20.0
213,213,18.0
214,214,17.0
215,215,17.0
216,216,18.0
217,217,19.0
218,218,21.0
219,219,17.0
220,220,21.0
221,221,17.0
222,222,22.0
223,223,23.0
224,224,15.0
225,225,17.0
226,226,19.0
227,227,20.0
228,228,18.0
229,229,21.0
230,230,17.0
231,231,17.0
232,232,25.0
233,233,22.0
234,234,22.0
235,235,23.0
236,236,25.0
237,237,19.0
238,238,21.0
239,239,18.0
240,240,11.0
241,241,19.0
242,242,18.0
243,243,22.0
244,244,23.0
245,245,24.0
246,246,22.0
247,247,19.0
248,248,19.0
249,249,23.0
250,250,25.0
251,251,19.0
252,252,18.0
253,253,19.0
254,254,21.0
255,255,19.0
256,256,19.0
257,257,20.0
258,258,24.0
259,259,23.0
260,260,16.0
261,261,20.0
262,262,26.0
263,263,20.0
264,264,13.0
265,265,17.0
266,266,23.0
267,267,20.0
268,268,11.0
269,269,21.0
270,270,21.0
271,271,25.0
272,272,20.0
273,273,15.0
274,274,16.0
275,275,18.0
276,276,16.0
277,277,22.0
278,278,20.0
279,279,21.0
280,280,19.0
281,281,21.0
282,282,22.0
283,283,16.0
284,284,22.0
285,285,21.0
286,286,22.0
287,287,18.0
288,288,19.0
289,289,19.0
290,290,17.0
291,291,19.0
292,292,22.0
293,293,20.0
294,294,17.0
295,295,15.0
296,296,16.0
297,297,17.0
298,298,24.0
299,299,20.0
300,300,22.0
301,301,21.0
302,302,14.0
303,303,16.0
304,304,19.0
305,305,18.0
306,306,22.0
307,307,27.0
308,308,26.0
309,309,21.0
310,310,18.0
311,311,22.0
312,312,23.0
313,313,14.0
314,314,16.0
315,315,18.0
316,316,16.0
317,317,14.0
318,318,19.0
319,319,20.0
320,320,18.0
321,321,18.0
322,322,20.0
323,323,16.0
324,324,19.0
325,325,22.0
326,326,19.0
327,327,16.0
328,328,22.0
329,329,22.0
330,330,26.0
331,331,24.0
332,332,23.0
333,333,15.0
334,334,18.0
335,335,21.0
336,336,21.0
337,337,15.0
338,338,13.0
339,339,18.0
340,340,21.0
341,341,20.0
342,342,21.0
343,343,19.0
344,344,14.0
345,345,13.0
346,346,17.0
347,347,22.0
348,348,21.0
349,349,22.0
350,350,25.0
351,351,19.0
352,352,19.0
353,353,15.0
354,354,21.0
355,355,17.0
356,356,16.0
357,357,18.0
358,358,23.0
359,359,20.0
360,360,18.0
361,361,24.0
362,362,22.0
363,363,26.0
364,364,27.0
365,365,28.0
366,366,23.0
367,367,15.0
368,368,17.0
369,369,21.0
370,370,18.0
371,371,14.0
372,372,20.0
373,373,22.0
374,374,14.0
375,375,20.0
376,376,20.0
377,377,13.0
378,378,13.0
379,379,21.0
380,380,28.0
381,381,21.0
382,382,23.0
383,383,24.0
384,384,25.0
385,385,18.0
386,386,17.0
387,387,19.0
388,388,19.0
389,389,25.0
390,390,23.0
391,391,23.0
392,392,22.0
393,393,20.0
394,394,18.0
395,395,11.0
396,396,17.0
397,397,22.0
398,398,20.0
399,399,14.0
400,400,14.0
401,401,19.0
402,402,21.0
403,403,20.0
404,404,18.0
405,405,19.0
406,406,23.0
407,407,24.0
408,408,21.0
409,409,20.0
410,410,17.0
411,411,16.0
412,412,19.0
413,413,21.0
414,414,21.0
415,415,25.0
416,416,19.0
417,417,17.0
418,418,20.0
419,419,20.0
420,420,16.0
421,421,17.0
422,422,15.0
423,423,17.0
424,424,18.0
425,425,21.0
426,426,22.0
427,427,23.0
428,428,25.0
429,429,17.0
430,430,19.0
431,431,15.0
432,432,17.0
433,433,21.0
434,434,18.0
435,435,23.0
436,436,19.0
437,437,17.0
438,438,20.0
439,439,19.0
440,440,17.0
441,441,19.0
442,442,21.0
443,443,25.0
444,444,25.0
445,445,15.0
446,446,17.0
447,447,15.0
448,448,17.0
449,449,19.0
450,450,20.0
451,451,16.0
452,452,21.0
453,453,20.0
454,454,24.0
455,455,20.0
456,456,23.0
457,457,21.0
458,458,22.0
459,459,18.0
460,460,14.0
461,461,23.0
462,462,20.0
463,463,19.0
464,464,17.0
465,465,21.0
466,466,21.0
467,467,25.0
468,468,21.0
469,469,21.0
470,470,17.0
471,471,21.0
472,472,19.0
473,473,18.0
474,474,23.0
475,475,24.0
476,476,22.0
477,477,13.0
478,478,16.0
479,479,22.0
480,480,22.0
481,481,21.0
482,482,18.0
483,483,19.0
484,484,21.0
485,485,21.0
486,486,22.0
487,487,14.0
488,488,11.0
489,489,12.0
490,490,17.0
491,491,19.0
492,492,18.0
493,493,23.0
494,494,24.0
495,495,22.0
496,496,17.0
497,497,18.0
498,498,22.0
499,499,25.0
500,500,26.0
501,501,18.0
502,502,24.0
503,503,25.0
504,504,17.0
505,505,15.0
506,506,18.0
507,507,19.0
508,508,18.0
509,509,17.0
510,510,18.0
511,511,20.0
512,512,20.0
513,513,19.0
514,514,17.0
515,515,25.0
516,516,24.0
517,517,24.0
518,518,18.0
519,519,22.0
520,520,21.0
521,521,22.0
522,522,22.0
523,523,26.0
524,524,28.0
525,525,17.0
526,526,17.0
527,527,17.0
528,528,26.0
529,529,28.0
530,530,23.0
531,531,12.0
532,532,18.0
533,533,16.0
534,534,21.0
535,535,16.0
536,536,18.0
537,537,16.0
538,538,14.0
539,539,17.0
540,540,21.0
541,541,16.0
542,542,21.0
543,543,22.0
544,544,19.0
545,545,22.0
546,546,17.0
547,547,21.0
548,548,16.0
549,549,19.0
550,550,22.0
551,551,13.0
552,552,22.0
553,553,31.0
554,554,18.0
555,555,18.0
556,556,21.0
557,557,17.0
558,558,14.0
559,559,19.0
560,560,22.0
561,561,23.0
562,562,15.0
563,563,18.0
564,564,19.0
565,565,24.0
566,566,19.0
567,567,22.0
568,568,19.0
569,569,18.0
570,570,23.0
571,571,24.0
572,572,20.0
573,573,23.0
574,574,19.0
575,575,18.0
576,576,16.0
577,577,13.0
578,578,17.0
579,579,19.0
580,580,17.0
581,581,18.0
582,582,16.0
583,583,15.0
584,584,20.0
585,585,21.0
586,586,21.0
587,587,22.0
588,588,23.0
589,589,24.0
590,590,18.0
591,591,18.0
592,592,20.0
593,593,22.0
594,594,21.0
595,595,18.0
596,596,23.0
597,597,20.0
598,598,13.0
599,599,20.0
600,600,16.0
601,601,17.0
602,602,18.0
603,603,21.0
604,604,19.0
605,605,17.0
606,606,24.0
607,607,24.0
608,608,25.0
609,609,18.0
610,610,20.0
611,611,18.0
612,612,20.0
613,613,13.0
614,614,20.0
615,615,22.0
616,616,22.0
617,617,18.0
618,618,9.0
619,619,13.0
620,620,16.0
621,621,15.0
622,622,14.0
623,623,24.0
624,624,18.0
625,625,21.0
626,626,20.0
627,627,21.0
628,628,20.0
629,629,20.0
630,630,23.0
631,631,22.0
632,632,23.0
633,633,18.0
634,634,21.0
635,635,30.0
636,636,25.0
637,637,17.0
638,638,11.0
639,639,14.0
640,640,21.0
641,641,18.0
642,642,20.0
643,643,25.0
644,644,21.0
645,645,21.0
646,646,20.0
647,647,23.0
648,648,20.0
649,649,19.0
650,650,17.0
651,651,23.0
652,652,22.0
653,653,29.0
654,654,24.0
655,655,18.0
656,656,21.0
657,657,34.0
658,658,22.0
659,659,18.0
660,660,20.0
661,661,24.0
662,662,26.0
663,663,22.0
664,664,20.0
665,665,19.0
666,666,18.0
667,667,15.0
668,668,21.0
669,669,20.0
670,670,16.0
671,671,20.0
672,672,16.0
673,673,19.0
674,674,17.0
675,675,20.0
676,676,24.0
677,677,31.0
678,678,30.0
679,679,25.0
680,680,20.0
681,681,19.0
682,682,18.0
683,683,19.0
684,684,18.0
685,685,19.0
686,686,17.0
687,687,22.0
688,688,22.0
689,689,22.0
690,690,19.0
691,691,13.0
692,692,16.0
693,693,21.0
694,694,23.0
695,695,19.0
696,696,14.0
697,697,21.0
698,698,19.0
699,699,18.0
700,700,18.0
701,701,26.0
702,702,20.0
703,703,23.0
704,704,20.0
705,705,22.0
706,706,22.0
707,707,16.0
708,708,15.0
709,709,21.0
710,710,17.0
711,711,15.0
712,712,23.0
713,713,27.0
714,714,28.0
715,715,22.0
716,716,20.0
717,717,15.0
718,718,16.0
719,719,13.0
720,720,18.0
721,721,24.0
722,722,25.0
723,723,19.0
724,724,19.0
725,725,18.0
726,726,15.0
727,727,19.0
728,728,18.0
729,729,24.0
730,730,23.0
731,731,22.0
732,732,19.0
733,733,21.0
734,734,25.0
735,735,23.0
736,736,20.0
737,737,16.0
738,738,19.0
739,739,19.0
740,740,24.0
741,741,22.0
742,742,18.0
743,743,16.0
744,744,20.0
745,745,21.0
746,746,23.0
747,747,21.0
748,748,20.0
749,749,22.0
750,750,21.0
751,751,19.0
752,752,16.0
753,753,18.0
754,754,19.0
755,755,22.0
756,756,21.0
757,757,22.0
758,758,22.0
759,759,18.0
760,760,23.0
761,761,18.0
762,762,16.0
763,763,12.0
764,764,17.0
765,765,24.0
766,766,27.0
767,767,26.0
768,768,26.0
769,769,24.0
770,770,19.0
771,771,20.0
772,772,16.0
773,773,20.0
774,774,17.0
775,775,20.0
776,776,23.0
777,777,19.0
778,778,21.0
779,779,25.0
780,780,27.0
781,781,16.0
782,782,16.0
783,783,23.0
784,784,20.0
785,785,23.0
786,786,24.0
787,787,18.0
788,788,17.0
789,789,22.0
790,790,21.0
791,791,16.0
792,792,24.0
793,793,23.0
794,794,25.0
795,795,24.0
796,796,20.0
797,797,20.0
798,798,11.0
799,799,21.0
800,800,19.0
801,801,26.0
802,802,24.0
803,803,23.0
804,804,14.0
805,805,20.0
806,806,24.0
807,807,22.0
808,808,21.0
809,809,21.0
810,810,23.0
811,811,25.0
812,812,18.0
813,813,27.0
814,814,22.0
815,815,22.0
816,816,23.0
817,817,21.0
818,818,22.0
819,819,18.0
820,820,22.0
821,821,22.0
822,822,18.0
823,823,17.0
824,824,22.0
825,825,23.0
826,826,21.0
827,827,24.0
828,828,16.0
829,829,15.0
830,830,19.0
831,831,16.0
832,832,18.0
833,833,23.0
834,834,21.0
835,835,18.0
836,836,24.0
837,837,18.0
838,838,18.0
839,839,18.0
840,840,25.0
841,841,19.0
842,842,9.0
843,843,16.0
844,844,21.0
845,845,23.0
846,846,20.0
847,847,19.0
848,848,28.0
849,849,21.0
850,850,15.0
851,851,23.0
852,852,20.0
853,853,21.0
854,854,19.0
855,855,16.0
856,856,19.0
857,857,24.0
858,858,23.0
859,859,16.0
860,860,11.0
861,861,18.0
862,862,22.0
863,863,21.0
864,864,24.0
865,865,18.0
866,866,19.0
867,867,20.0
868,868,21.0
869,869,25.0
870,870,19.0
871,871,23.0
872,872,19.0
873,873,20.0
874,874,21.0
875,875,16.0
876,876,21.0
877,877,20.0
878,878,16.0
879,879,15.0
880,880,18.0
881,881,15.0
882,882,20.0
883,883,18.0
884,884,24.0
885,885,20.0
886,886,17.0
887,887,20.0
888,888,18.0
889,889,21.0
890,890,19.0
891,891,20.0
892,892,16.0
893,893,13.0
894,894,18.0
895,895,19.0
896,896,21.0
897,897,17.0
898,898,20.0
899,899,21.0
900,900,16.0
901,901,18.0
902,902,25.0
903,903,22.0
904,904,21.0
905,905,21.0
906,906,21.0
907,907,19.0
908,908,25.0
909,909,22.0
910,910,27.0
911,911,17.0
912,912,15.0
913,913,16.0
914,914,12.0
915,915,15.0
916,916,21.0
917,917,23.0
918,918,22.0
919,919,20.0
920,920,15.0
921,921,18.0
922,922,21.0
923,923,18.0
924,924,24.0
925,925,20.0
926,926,23.0
927,927,21.0
928,928,22.0
929,929,17.0
930,930,21.0
931,931,22.0
932,932,20.0
933,933,20.0
934,934,15.0
935,935,18.0
936,936,24.0
937,937,16.0
938,938,21.0
939,939,25.0
940,940,20.0
941,941,19.0
942,942,21.0
943,943,21.0
944,944,22.0
945,945,19.0
946,946,21.0
947,947,23.0
948,948,18.0
949,949,21.0
950,950,23.0
951,951,19.0
952,952,17.0
953,953,13.0
954,954,19.0
955,955,21.0
956,956,19.0
957,957,19.0
958,958,14.0
959,959,18.0
960,960,19.0
961,961,16.0
962,962,15.0
963,963,17.0
964,964,16.0
965,965,18.0
966,966,20.0
967,967,19.0
968,968,25.0
969,969,19.0
970,970,18.0
971,971,15.0
972,972,12.0
973,973,16.0
974,974,18.0
975,975,18.0
976,976,18.0
977,977,22.0
978,978,25.0
979,979,18.0
980,980,17.0
981,981,17.0
982,982,20.0
983,983,20.0
984,984,20.0
985,985,25.0
986,986,24.0
987,987,21.0
988,988,23.0
989,989,22.0
990,990,18.0
991,991,18.0
992,992,23.0
993,993,22.0
994,994,16.0
995,995,19.0
996,996,17.0
997,997,15.0
998,998,12.0
999,999,21.0
1000,1000,20.0
1001,1001,24.0
1002,1002,19.0
1003,1003,17.0
1004,1004,16.0
1005,1005,19.0
1006,1006,19.0
1007,1007,21.0
1008,1008,23.0
1009,1009,25.0
1010,1010,20.0
1011,1011,20.0
1012,1012,20.0
1013,1013,16.0
1014,1014,13.0
1015,1015,11.0
1016,1016,12.0
1017,1017,16.0
1018,1018,21.0
1019,1019,22.0
1020,1020,22.0
1021,1021,21.0
1022,1022,16.0
1023,1023,23.0
1024,1024,25.0
1025,1025,24.0
1026,1026,16.0
1027,1027,12.0
1028,1028,18.0
1029,1029,26.0
1030,1030,26.0
1031,1031,19.0
1032,1032,21.0
1033,1033,17.0
1034,1034,21.0
1035,1035,19.0
1036,1036,22.0
1037,1037,14.0
1038,1038,16.0
1039,1039,18.0
1040,1040,18.0
1041,1041,19.0
1042,1042,16.0
1043,1043,20.0
1044,1044,21.0
1045,1045,15.0
1046,1046,16.0
1047,1047,21.0
1048,1048,23.0
1049,1049,28.0
1050,1050,24.0
1051,1051,17.0
1052,1052,12.0
1053,1053,17.0
1054,1054,16.0
1055,1055,21.0
1056,1056,22.0
1057,1057,21.0
1058,1058,21.0
1059,1059,23.0
1060,1060,23.0
1061,1061,23.0
1062,1062,22.0
1063,1063,24.0
1064,1064,20.0
1065,1065,19.0
1066,1066,19.0
1067,1067,22.0
1068,1068,23.0
1069,1069,21.0
1070,1070,24.0
1071,1071,15.0
1072,1072,19.0
1073,1073,19.0
1074,1074,20.0
1075,1075,23.0
1076,1076,16.0
1077,1077,18.0
1078,1078,18.0
1079,1079,20.0
1080,1080,20.0
1081,1081,19.0
1082,1082,20.0
1083,1083,18.0
1084,1084,20.0
1085,1085,19.0
1086,1086,19.0
1087,1087,16.0
1088,1088,18.0
1089,1089,20.0
1090,1090,16.0
1091,1091,17.0
1092,1092,17.0
1093,1093,15.0
1094,1094,11.0
1095,1095,18.0
1096,1096,23.0
1097,1097,24.0
1098,1098,28.0
1099,1099,20.0
1100,1100,15.0
1101,1101,13.0
1102,1102,15.0
1103,1103,19.0
1104,1104,18.0
1105,1105,15.0
1106,1106,19.0
1107,1107,19.0
1108,1108,25.0
1109,1109,22.0
1110,1110,18.0
1111,1111,26.0
1112,1112,22.0
1113,1113,16.0
1114,1114,20.0
1115,1115,20.0
1116,1116,21.0
1117,1117,23.0
1118,1118,17.0
1119,1119,18.0
1120,1120,17.0
1121,1121,20.0
1122,1122,22.0
1123,1123,23.0
1124,1124,21.0
1125,1125,22.0
1126,1126,21.0
1127,1127,19.0
1128,1128,17.0
1129,1129,16.0
1130,1130,13.0
1131,1131,21.0
1132,1132,19.0
1133,1133,23.0
1134,1134,26.0
1135,1135,25.0
1136,1136,22.0
1137,1137,20.0
1138,1138,10.0
1139,1139,16.0
1140,1140,15.0
1141,1141,14.0
1142,1142,21.0
1143,1143,25.0
1144,1144,25.0
1145,1145,19.0
1146,1146,14.0
1147,1147,16.0
1148,1148,16.0
1149,1149,15.0
1150,1150,14.0
1151,1151,18.0
1152,1152,22.0
1153,1153,26.0
1154,1154,25.0
1155,1155,22.0
1156,1156,20.0
1157,1157,19.0
1158,1158,19.0
1159,1159,19.0
1160,1160,16.0
1161,1161,16.0
1162,1162,14.0
1163,1163,14.0
1164,1164,16.0
1165,1165,20.0
1166,1166,14.0
1167,1167,14.0
1168,1168,19.0
1169,1169,23.0
1170,1170,14.0
1171,1171,19.0
1172,1172,26.0
1173,1173,25.0
1174,1174,18.0
1175,1175,18.0
1176,1176,20.0
1177,1177,19.0
1178,1178,17.0
1179,1179,20.0
1180,1180,28.0
1181,1181,23.0
1182,1182,13.0
1183,1183,13.0
1184,1184,15.0
1185,1185,15.0
1186,1186,18.0
1187,1187,17.0
1188,1188,23.0
1189,1189,22.0
1190,1190,21.0
1191,1191,18.0
1192,1192,13.0
1193,1193,18.0
1194,1194,18.0
1195,1195,23.0
1196,1196,18.0
1197,1197,21.0
1198,1198,22.0
1199,1199,20.0
1200,1200,19.0
1201,1201,18.0
1202,1202,15.0
1203,1203,17.0
1204,1204,21.0
1205,1205,23.0
1206,1206,20.0
1207,1207,19.0
1208,1208,22.0
1209,1209,17.0
1210,1210,27.0
1211,1211,27.0
1212,1212,20.0
1213,1213,20.0
1214,1214,18.0
1215,1215,17.0
1216,1216,17.0
1217,1217,18.0
1218,1218,18.0
1219,1219,19.0
1220,1220,18.0
1221,1221,12.0
1222,1222,17.0
1223,1223,15.0
1224,1224,17.0
1225,1225,24.0
1226,1226,18.0
1227,1227,20.0
1228,1228,15.0
1229,1229,17.0
1230,1230,19.0
1231,1231,17.0
1232,1232,16.0
1233,1233,18.0
1234,1234,21.0
1235,1235,18.0
1236,1236,20.0
1237,1237,19.0
1238,1238,17.0
1239,1239,19.0
1240,1240,21.0
1241,1241,22.0
1242,1242,20.0
1243,1243,19.0
1244,1244,18.0
1245,1245,15.0
1246,1246,18.0
1247,1247,19.0
1248,1248,22.0
1249,1249,24.0
1250,1250,30.0
1251,1251,24.0
1252,1252,15.0
1253,1253,17.0
1254,1254,12.0
1255,1255,13.0
1256,1256,23.0
1257,1257,23.0
1258,1258,24.0
1259,1259,22.0
1260,1260,23.0
1261,1261,20.0
1262,1262,19.0
1263,1263,14.0
1264,1264,25.0
1265,1265,26.0
1266,1266,24.0
1267,1267,18.0
1268,1268,13.0
1269,1269,17.0
1270,1270,20.0
1271,1271,21.0
1272,1272,18.0
1273,1273,21.0
1274,1274,22.0
1275,1275,17.0
1276,1276,22.0
1277,1277,24.0
1278,1278,23.0
1279,1279,14.0
1280,1280,14.0
1281,1281,24.0
1282,1282,23.0
1283,1283,22.0
1284,1284,18.0
1285,1285,18.0
1286,1286,13.0
1287,1287,15.0
1288,1288,19.0
1289,1289,16.0
1290,1290,14.0
1291,1291,17.0
1292,1292,18.0
1293,1293,19.0
1294,1294,20.0
1295,1295,19.0
1296,1296,15.0
1297,1297,14.0
1298,1298,19.0
1299,1299,17.0
1300,1300,24.0
1301,1301,23.0
1302,1302,16.0
1303,1303,20.0
1304,1304,15.0
1305,1305,20.0
1306,1306,20.0
1307,1307,14.0
1308,1308,16.0
1309,1309,18.0
1310,1310,22.0
1311,1311,27.0
1312,1312,20.0
1313,1313,17.0
1314,1314,20.0
1315,1315,14.0
1316,1316,25.0
1317,1317,27.0
1318,1318,26.0
1319,1319,18.0
1320,1320,16.0
1321,1321,23.0
1322,1322,19.0
1323,1323,18.0
1324,1324,17.0
1325,1325,25.0
1326,1326,26.0
1327,1327,25.0
1328,1328,21.0
1329,1329,26.0
1330,1330,25.0
1331,1331,24.0
1332,1332,22.0
1333,1333,21.0
1334,1334,18.0
1335,1335,17.0
1336,1336,22.0
1337,1337,20.0
1338,1338,26.0
1339,1339,29.0
1340,1340,29.0
1341,1341,19.0
1342,1342,21.0
1343,1343,18.0
1344,1344,17.0
1345,1345,20.0
1346,1346,21.0
1347,1347,15.0
1348,1348,14.0
1349,1349,22.0
1350,1350,18.0
1351,1351,12.0
1352,1352,14.0
1353,1353,16.0
1354,1354,18.0
1355,1355,15.0
1356,1356,16.0
1357,1357,17.0
1358,1358,20.0
1359,1359,17.0
1360,1360,16.0
1361,1361,15.0
1362,1362,17.0
1363,1363,20.0
1364,1364,20.0
1365,1365,19.0
1366,1366,29.0
1367,1367,25.0
1368,1368,21.0
1369,1369,18.0
1370,1370,20.0
1371,1371,24.0
1372,1372,26.0
1373,1373,20.0
1374,1374,13.0
1375,1375,15.0
1376,1376,21.0
1377,1377,21.0
1378,1378,18.0
1379,1379,19.0
1380,1380,20.0
1381,1381,22.0
1382,1382,23.0
1383,1383,16.0
1384,1384,16.0
1385,1385,16.0
1386,1386,24.0
1387,1387,25.0
1388,1388,19.0
1389,1389,20.0
1390,1390,24.0
1391,1391,21.0
1392,1392,15.0
1393,1393,16.0
1394,1394,15.0
1395,1395,18.0
1396,1396,23.0
1397,1397,26.0
1398,1398,20.0
1399,1399,19.0
1400,1400,21.0
1401,1401,18.0
1402,1402,16.0
1403,1403,13.0
1404,1404,18.0
1405,1405,18.0
1406,1406,21.0
1407,1407,20.0
1408,1408,20.0
1409,1409,12.0
1410,1410,14.0
1411,1411,14.0
1412,1412,20.0
1413,1413,23.0
1414,1414,22.0
1415,1415,20.0
1416,1416,17.0
1417,1417,16.0
1418,1418,15.0
1419,1419,19.0
1420,1420,22.0
1421,1421,21.0
1422,1422,16.0
1423,1423,20.0
1424,1424,17.0
1425,1425,20.0
1426,1426,19.0
1427,1427,13.0
1428,1428,15.0
1429,1429,18.0
1430,1430,24.0
1431,1431,19.0
1432,1432,16.0
1433,1433,14.0
1434,1434,25.0
1435,1435,32.0
1436,1436,24.0
1437,1437,22.0
1438,1438,20.0
1439,1439,19.0
1440,1440,19.0
1441,1441,16.0
1442,1442,18.0
1443,1443,22.0
1444,1444,23.0
1445,1445,22.0
1446,1446,22.0
1447,1447,22.0
1448,1448,14.0
1449,1449,18.0
1450,1450,22.0
1451,1451,19.0
1452,1452,19.0
1453,1453,23.0
1454,1454,24.0
1455,1455,23.0
1456,1456,28.0
1457,1457,24.0
1458,1458,20.0
1459,1459,16.0
1460,1460,13.0
1461,1461,12.0
1462,1462,19.0
1463,1463,19.0
1464,1464,24.0
1465,1465,22.0
1466,1466,20.0
1467,1467,18.0
1468,1468,15.0
1469,1469,17.0
1470,1470,12.0
1471,1471,18.0
1472,1472,23.0
1473,1473,27.0
1474,1474,30.0
1475,1475,22.0
1476,1476,24.0
1477,1477,22.0
1478,1478,15.0
1479,1479,16.0
1480,1480,16.0
1481,1481,24.0
1482,1482,26.0
1483,1483,21.0
1484,1484,19.0
1485,1485,29.0
1486,1486,20.0
1487,1487,16.0
1488,1488,19.0
1489,1489,22.0
1490,1490,23.0
1491,1491,22.0
1492,1492,24.0
1493,1493,25.0
1494,1494,21.0
1495,1495,19.0
1496,1496,25.0
1497,1497,16.0
1498,1498,21.0
1499,1499,25.0
1500,1500,18.0
1501,1501,16.0
1502,1502,22.0
1503,1503,18.0
1504,1504,17.0
1505,1505,24.0
1506,1506,20.0
1507,1507,19.0
1508,1508,20.0
1509,1509,19.0
1510,1510,19.0
1511,1511,18.0
1512,1512,19.0
1513,1513,21.0
1514,1514,20.0
1515,1515,19.0
1516,1516,19.0
1517,1517,18.0
1518,1518,19.0
1519,1519,17.0
1520,1520,25.0
1521,1521,23.0
1522,1522,20.0
1523,1523,19.0
1524,1524,18.0
1525,1525,25.0
1526,1526,21.0
1527,1527,21.0
1528,1528,27.0
1529,1529,28.0
1530,1530,21.0
1531,1531,14.0
1532,1532,14.0
1533,1533,16.0
1534,1534,18.0
1535,1535,16.0
1536,1536,20.0
1537,1537,21.0
1538,1538,19.0
1539,1539,16.0
1540,1540,17.0
1541,1541,22.0
1542,1542,24.0
1543,1543,20.0
1544,1544,23.0
1545,1545,22.0
1546,1546,21.0
1547,1547,21.0
1548,1548,18.0
1549,1549,16.0
1550,1550,14.0
1551,1551,15.0
1552,1552,25.0
1553,1553,27.0
1554,1554,23.0
1555,1555,18.0
1556,1556,20.0
1557,1557,19.0
1558,1558,22.0
1559,1559,20.0
1560,1560,17.0
1561,1561,18.0
1562,1562,21.0
1563,1563,19.0
1564,1564,21.0
1565,1565,21.0
1566,1566,22.0
1567,1567,21.0
1568,1568,19.0
1569,1569,26.0
1570,1570,26.0
1571,1571,24.0
1572,1572,18.0
1573,1573,17.0
1574,1574,24.0
1575,1575,23.0
1576,1576,22.0
1577,1577,21.0
1578,1578,19.0
1579,1579,22.0
1580,1580,18.0
1581,1581,19.0
1582,1582,24.0
1583,1583,17.0
1584,1584,18.0
1585,1585,21.0
1586,1586,22.0
1587,1587,21.0
1588,1588,22.0
1589,1589,20.0
1590,1590,17.0
1591,1591,23.0
1592,1592,23.0
1593,1593,14.0
1594,1594,16.0
1595,1595,24.0
1596,1596,22.0
