,t,cars_in_congestion
684,684,7.0
685,685,7.0
686,686,3.0
687,687,5.0
688,688,12.0
689,689,2.0
690,690,1.0
691,691,2.0
692,692,5.0
693,693,8.0
694,694,3.0
695,695,4.0
696,696,4.0
697,697,6.0
698,698,4.0
699,699,3.0
700,700,1.0
701,701,3.0
702,702,4.0
703,703,1.0
704,704,5.0
705,705,3.0
706,706,5.0
707,707,3.0
708,708,4.0
709,709,1.0
710,710,2.0
711,711,2.0
712,712,5.0
713,713,8.0
714,714,3.0
715,715,2.0
716,716,6.0
717,717,3.0
718,718,1.0
719,719,2.0
720,720,5.0
721,721,4.0
722,722,6.0
723,723,2.0
724,724,3.0
725,725,3.0
726,726,3.0
727,727,3.0
728,728,3.0
729,729,3.0
730,730,6.0
731,731,8.0
732,732,6.0
733,733,3.0
734,734,2.0
735,735,5.0
736,736,6.0
737,737,7.0
738,738,3.0
739,739,5.0
740,740,4.0
741,741,2.0
742,742,5.0
743,743,6.0
744,744,3.0
745,745,1.0
746,746,1.0
747,747,1.0
748,748,1.0
749,749,2.0
750,750,4.0
751,751,4.0
752,752,7.0
753,753,3.0
754,754,1.0
755,755,3.0
756,756,6.0
757,757,7.0
758,758,4.0
759,759,4.0
760,760,6.0
761,761,4.0
762,762,2.0
763,763,1.0
764,764,5.0
765,765,0.0
766,766,5.0
767,767,4.0
768,768,3.0
769,769,4.0
770,770,3.0
771,771,5.0
772,772,7.0
773,773,6.0
774,774,3.0
775,775,5.0
776,776,3.0
777,777,4.0
778,778,2.0
779,779,2.0
780,780,5.0
781,781,5.0
782,782,4.0
783,783,4.0
784,784,4.0
785,785,5.0
786,786,5.0
787,787,7.0
788,788,4.0
789,789,4.0
790,790,4.0
791,791,4.0
792,792,3.0
793,793,2.0
794,794,2.0
795,795,5.0
796,796,6.0
797,797,4.0
798,798,2.0
799,799,3.0
800,800,6.0
801,801,6.0
802,802,5.0
803,803,4.0
804,804,6.0
805,805,3.0
806,806,3.0
807,807,2.0
808,808,1.0
809,809,3.0
810,810,4.0
811,811,4.0
812,812,6.0
813,813,7.0
814,814,5.0
815,815,7.0
816,816,7.0
817,817,4.0
818,818,3.0
819,819,2.0
820,820,1.0
821,821,3.0
822,822,5.0
823,823,7.0
824,824,4.0
825,825,6.0
826,826,3.0
827,827,5.0
828,828,5.0
829,829,6.0
830,830,4.0
831,831,5.0
832,832,3.0
833,833,3.0
834,834,4.0
835,835,6.0
836,836,4.0
837,837,5.0
838,838,4.0
839,839,3.0
840,840,5.0
841,841,7.0
842,842,5.0
843,843,6.0
844,844,4.0
845,845,3.0
846,846,4.0
847,847,2.0
848,848,4.0
849,849,4.0
850,850,8.0
851,851,5.0
852,852,6.0
853,853,4.0
854,854,3.0
855,855,3.0
856,856,4.0
857,857,2.0
858,858,2.0
859,859,4.0
860,860,4.0
861,861,1.0
862,862,2.0
863,863,2.0
864,864,1.0
865,865,4.0
866,866,4.0
867,867,7.0
868,868,5.0
869,869,6.0
870,870,6.0
871,871,4.0
872,872,2.0
873,873,3.0
874,874,6.0
875,875,6.0
876,876,3.0
877,877,4.0
878,878,1.0
879,879,3.0
880,880,4.0
881,881,4.0
882,882,4.0
883,883,5.0
884,884,0.0
885,885,4.0
886,886,5.0
887,887,6.0
888,888,3.0
889,889,3.0
890,890,3.0
891,891,2.0
892,892,4.0
893,893,2.0
894,894,5.0
895,895,5.0
896,896,6.0
897,897,6.0
898,898,5.0
899,899,6.0
900,900,3.0
901,901,4.0
902,902,2.0
903,903,2.0
904,904,8.0
905,905,9.0
906,906,1.0
907,907,6.0
908,908,9.0
909,909,5.0
910,910,4.0
911,911,7.0
912,912,3.0
913,913,3.0
914,914,6.0
915,915,7.0
916,916,4.0
917,917,5.0
918,918,6.0
919,919,4.0
920,920,2.0
921,921,3.0
922,922,0.0
923,923,4.0
924,924,4.0
925,925,3.0
926,926,5.0
927,927,2.0
928,928,5.0
929,929,5.0
930,930,8.0
931,931,6.0
932,932,9.0
933,933,2.0
934,934,1.0
935,935,4.0
936,936,3.0
937,937,3.0
938,938,5.0
939,939,3.0
940,940,3.0
941,941,1.0
942,942,3.0
943,943,6.0
944,944,6.0
945,945,6.0
946,946,6.0
947,947,5.0
948,948,5.0
949,949,3.0
950,950,6.0
951,951,4.0
952,952,8.0
953,953,8.0
954,954,2.0
955,955,3.0
956,956,3.0
957,957,5.0
958,958,6.0
959,959,7.0
960,960,6.0
961,961,5.0
962,962,3.0
963,963,5.0
964,964,5.0
965,965,3.0
966,966,3.0
967,967,5.0
968,968,4.0
969,969,3.0
970,970,6.0
971,971,4.0
972,972,3.0
973,973,2.0
974,974,4.0
975,975,5.0
976,976,4.0
977,977,6.0
978,978,4.0
979,979,4.0
980,980,4.0
981,981,3.0
982,982,4.0
983,983,9.0
984,984,6.0
985,985,3.0
986,986,3.0
987,987,4.0
988,988,5.0
989,989,4.0
990,990,5.0
991,991,0.0
992,992,1.0
993,993,5.0
994,994,3.0
995,995,5.0
996,996,6.0
997,997,5.0
998,998,4.0
999,999,3.0
1000,1000,5.0
1001,1001,2.0
1002,1002,3.0
1003,1003,7.0
1004,1004,6.0
1005,1005,2.0
1006,1006,3.0
1007,1007,1.0
1008,1008,4.0
1009,1009,5.0
1010,1010,5.0
1011,1011,7.0
1012,1012,6.0
1013,1013,3.0
1014,1014,7.0
1015,1015,6.0
1016,1016,4.0
1017,1017,5.0
1018,1018,1.0
1019,1019,3.0
1020,1020,3.0
1021,1021,4.0
1022,1022,6.0
1023,1023,8.0
1024,1024,4.0
1025,1025,3.0
1026,1026,2.0
1027,1027,2.0
1028,1028,5.0
1029,1029,3.0
1030,1030,2.0
1031,1031,7.0
1032,1032,2.0
1033,1033,4.0
1034,1034,2.0
1035,1035,1.0
1036,1036,3.0
1037,1037,5.0
1038,1038,7.0
1039,1039,6.0
1040,1040,5.0
1041,1041,4.0
1042,1042,4.0
1043,1043,2.0
1044,1044,4.0
1045,1045,6.0
1046,1046,7.0
1047,1047,6.0
1048,1048,4.0
1049,1049,5.0
1050,1050,6.0
1051,1051,5.0
1052,1052,1.0
1053,1053,3.0
1054,1054,2.0
1055,1055,2.0
1056,1056,1.0
1057,1057,6.0
1058,1058,10.0
1059,1059,2.0
1060,1060,2.0
1061,1061,5.0
1062,1062,5.0
1063,1063,4.0
1064,1064,4.0
1065,1065,4.0
1066,1066,5.0
1067,1067,2.0
1068,1068,5.0
1069,1069,1.0
1070,1070,3.0
1071,1071,4.0
1072,1072,7.0
1073,1073,9.0
1074,1074,9.0
1075,1075,8.0
1076,1076,5.0
1077,1077,2.0
1078,1078,3.0
1079,1079,3.0
1080,1080,6.0
1081,1081,3.0
1082,1082,6.0
1083,1083,5.0
1084,1084,4.0
1085,1085,4.0
1086,1086,2.0
1087,1087,4.0
1088,1088,2.0
1089,1089,3.0
1090,1090,2.0
1091,1091,4.0
1092,1092,8.0
1093,1093,7.0
1094,1094,6.0
1095,1095,4.0
1096,1096,5.0
1097,1097,4.0
1098,1098,4.0
1099,1099,1.0
1100,1100,1.0
1101,1101,2.0
1102,1102,1.0
1103,1103,1.0
1104,1104,1.0
1105,1105,2.0
1106,1106,2.0
1107,1107,4.0
1108,1108,2.0
1109,1109,4.0
1110,1110,7.0
1111,1111,4.0
1112,1112,2.0
1113,1113,3.0
1114,1114,3.0
1115,1115,2.0
1116,1116,3.0
1117,1117,4.0
1118,1118,6.0
1119,1119,5.0
1120,1120,5.0
1121,1121,5.0
1122,1122,8.0
1123,1123,3.0
1124,1124,3.0
1125,1125,2.0
1126,1126,5.0
1127,1127,6.0
1128,1128,3.0
1129,1129,4.0
1130,1130,4.0
1131,1131,5.0
1132,1132,5.0
1133,1133,1.0
1134,1134,2.0
1135,1135,1.0
1136,1136,5.0
1137,1137,4.0
1138,1138,4.0
1139,1139,3.0
1140,1140,2.0
1141,1141,3.0
1142,1142,3.0
1143,1143,4.0
1144,1144,4.0
1145,1145,2.0
1146,1146,3.0
1147,1147,3.0
1148,1148,6.0
1149,1149,7.0
1150,1150,6.0
1151,1151,5.0
1152,1152,2.0
1153,1153,1.0
1154,1154,1.0
1155,1155,2.0
1156,1156,6.0
1157,1157,4.0
1158,1158,3.0
1159,1159,3.0
1160,1160,3.0
1161,1161,7.0
1162,1162,7.0
1163,1163,7.0
1164,1164,6.0
1165,1165,0.0
1166,1166,3.0
1167,1167,5.0
1168,1168,3.0
1169,1169,0.0
1170,1170,2.0
1171,1171,3.0
1172,1172,2.0
1173,1173,4.0
1174,1174,3.0
1175,1175,3.0
1176,1176,2.0
1177,1177,3.0
1178,1178,5.0
1179,1179,5.0
1180,1180,8.0
1181,1181,6.0
1182,1182,4.0
1183,1183,2.0
1184,1184,4.0
1185,1185,3.0
1186,1186,1.0
1187,1187,4.0
1188,1188,5.0
1189,1189,5.0
1190,1190,2.0
1191,1191,1.0
1192,1192,4.0
1193,1193,7.0
1194,1194,4.0
1195,1195,1.0
1196,1196,3.0
1197,1197,3.0
1198,1198,3.0
1199,1199,5.0
1200,1200,6.0
1201,1201,6.0
1202,1202,3.0
1203,1203,5.0
1204,1204,5.0
1205,1205,5.0
1206,1206,5.0
1207,1207,3.0
1208,1208,3.0
1209,1209,6.0
1210,1210,9.0
1211,1211,8.0
1212,1212,3.0
1213,1213,4.0
1214,1214,4.0
1215,1215,2.0
1216,1216,0.0
1217,1217,2.0
1218,1218,3.0
1219,1219,7.0
1220,1220,5.0
1221,1221,6.0
1222,1222,5.0
1223,1223,3.0
1224,1224,5.0
1225,1225,7.0
1226,1226,9.0
1227,1227,7.0
1228,1228,4.0
1229,1229,4.0
1230,1230,7.0
1231,1231,4.0
1232,1232,5.0
1233,1233,7.0
1234,1234,6.0
1235,1235,7.0
1236,1236,7.0
1237,1237,3.0
1238,1238,7.0
1239,1239,4.0
1240,1240,2.0
1241,1241,5.0
1242,1242,9.0
1243,1243,2.0
1244,1244,4.0
1245,1245,3.0
1246,1246,2.0
1247,1247,3.0
1248,1248,2.0
1249,1249,2.0
1250,1250,4.0
1251,1251,1.0
1252,1252,2.0
1253,1253,3.0
1254,1254,4.0
1255,1255,4.0
1256,1256,5.0
1257,1257,7.0
1258,1258,2.0
1259,1259,6.0
1260,1260,9.0
1261,1261,3.0
1262,1262,5.0
1263,1263,5.0
1264,1264,4.0
1265,1265,1.0
1266,1266,1.0
1267,1267,5.0
1268,1268,4.0
1269,1269,4.0
1270,1270,3.0
1271,1271,4.0
1272,1272,7.0
1273,1273,8.0
1274,1274,4.0
1275,1275,8.0
1276,1276,4.0
1277,1277,3.0
1278,1278,3.0
1279,1279,3.0
1280,1280,4.0
1281,1281,2.0
1282,1282,6.0
1283,1283,4.0
1284,1284,1.0
1285,1285,3.0
1286,1286,5.0
1287,1287,2.0
1288,1288,1.0
1289,1289,5.0
1290,1290,1.0
1291,1291,2.0
1292,1292,5.0
1293,1293,1.0
1294,1294,1.0
1295,1295,4.0
1296,1296,7.0
1297,1297,6.0
1298,1298,6.0
1299,1299,5.0
1300,1300,4.0
1301,1301,6.0
1302,1302,5.0
1303,1303,7.0
1304,1304,5.0
1305,1305,3.0
1306,1306,4.0
1307,1307,3.0
1308,1308,3.0
1309,1309,6.0
1310,1310,4.0
1311,1311,3.0
1312,1312,2.0
1313,1313,7.0
1314,1314,9.0
1315,1315,4.0
1316,1316,5.0
1317,1317,3.0
1318,1318,2.0
1319,1319,3.0
1320,1320,8.0
1321,1321,6.0
1322,1322,5.0
1323,1323,3.0
1324,1324,5.0
1325,1325,4.0
1326,1326,6.0
1327,1327,5.0
1328,1328,4.0
1329,1329,8.0
1330,1330,5.0
1331,1331,6.0
1332,1332,3.0
1333,1333,8.0
1334,1334,5.0
1335,1335,4.0
1336,1336,4.0
1337,1337,8.0
1338,1338,7.0
1339,1339,6.0
1340,1340,3.0
1341,1341,2.0
1342,1342,6.0
1343,1343,3.0
1344,1344,4.0
1345,1345,4.0
1346,1346,2.0
1347,1347,1.0
1348,1348,6.0
1349,1349,5.0
1350,1350,11.0
1351,1351,4.0
1352,1352,8.0
1353,1353,5.0
1354,1354,5.0
1355,1355,3.0
1356,1356,5.0
1357,1357,4.0
1358,1358,3.0
1359,1359,4.0
1360,1360,7.0
1361,1361,4.0
1362,1362,4.0
1363,1363,3.0
1364,1364,4.0
1365,1365,6.0
1366,1366,5.0
1367,1367,5.0
1368,1368,3.0
1369,1369,6.0
1370,1370,6.0
1371,1371,3.0
1372,1372,3.0
1373,1373,2.0
1374,1374,3.0
1375,1375,3.0
1376,1376,5.0
1377,1377,8.0
1378,1378,10.0
1379,1379,8.0
1380,1380,4.0
1381,1381,1.0
1382,1382,1.0
1383,1383,5.0
1384,1384,10.0
1385,1385,8.0
1386,1386,8.0
1387,1387,8.0
1388,1388,3.0
1389,1389,4.0
1390,1390,4.0
1391,1391,2.0
1392,1392,4.0
1393,1393,5.0
1394,1394,4.0
1395,1395,2.0
1396,1396,5.0
1397,1397,5.0
1398,1398,6.0
1399,1399,3.0
1400,1400,1.0
1401,1401,2.0
1402,1402,6.0
1403,1403,5.0
1404,1404,3.0
1405,1405,7.0
1406,1406,7.0
1407,1407,7.0
1408,1408,3.0
1409,1409,3.0
1410,1410,4.0
1411,1411,1.0
1412,1412,1.0
1413,1413,5.0
1414,1414,4.0
1415,1415,2.0
1416,1416,3.0
1417,1417,2.0
1418,1418,7.0
1419,1419,6.0
1420,1420,3.0
1421,1421,5.0
1422,1422,6.0
1423,1423,6.0
1424,1424,3.0
1425,1425,2.0
1426,1426,1.0
1427,1427,3.0
1428,1428,2.0
1429,1429,4.0
1430,1430,5.0
1431,1431,1.0
1432,1432,2.0
1433,1433,7.0
1434,1434,3.0
1435,1435,2.0
1436,1436,3.0
1437,1437,5.0
1438,1438,4.0
1439,1439,2.0
1440,1440,8.0
1441,1441,6.0
1442,1442,4.0
1443,1443,4.0
1444,1444,2.0
1445,1445,5.0
1446,1446,5.0
1447,1447,9.0
1448,1448,8.0
1449,1449,2.0
1450,1450,1.0
1451,1451,5.0
1452,1452,5.0
1453,1453,3.0
1454,1454,6.0
1455,1455,2.0
1456,1456,6.0
1457,1457,5.0
1458,1458,4.0
1459,1459,5.0
1460,1460,2.0
1461,1461,5.0
1462,1462,4.0
1463,1463,5.0
1464,1464,7.0
1465,1465,7.0
1466,1466,5.0
1467,1467,5.0
1468,1468,5.0
1469,1469,7.0
1470,1470,5.0
1471,1471,6.0
1472,1472,9.0
1473,1473,5.0
1474,1474,2.0
1475,1475,4.0
1476,1476,6.0
1477,1477,7.0
1478,1478,4.0
1479,1479,2.0
1480,1480,3.0
1481,1481,4.0
1482,1482,6.0
1483,1483,8.0
1484,1484,4.0
1485,1485,3.0
1486,1486,2.0
1487,1487,3.0
1488,1488,2.0
1489,1489,3.0
1490,1490,3.0
1491,1491,6.0
1492,1492,3.0
1493,1493,5.0
1494,1494,7.0
1495,1495,9.0
1496,1496,5.0
1497,1497,7.0
1498,1498,3.0
1499,1499,2.0
1500,1500,2.0
1501,1501,3.0
1502,1502,4.0
1503,1503,4.0
1504,1504,4.0
1505,1505,4.0
1506,1506,3.0
1507,1507,8.0
1508,1508,6.0
1509,1509,6.0
1510,1510,3.0
1511,1511,4.0
1512,1512,3.0
1513,1513,3.0
1514,1514,2.0
1515,1515,4.0
1516,1516,6.0
1517,1517,2.0
1518,1518,3.0
1519,1519,4.0
1520,1520,4.0
1521,1521,3.0
1522,1522,5.0
1523,1523,5.0
1524,1524,6.0
1525,1525,6.0
1526,1526,3.0
1527,1527,4.0
1528,1528,2.0
1529,1529,1.0
1530,1530,1.0
1531,1531,2.0
1532,1532,4.0
1533,1533,3.0
1534,1534,4.0
1535,1535,4.0
1536,1536,5.0
1537,1537,5.0
1538,1538,4.0
1539,1539,3.0
1540,1540,2.0
1541,1541,3.0
1542,1542,4.0
1543,1543,2.0
1544,1544,6.0
1545,1545,6.0
1546,1546,4.0
1547,1547,4.0
1548,1548,3.0
1549,1549,5.0
1550,1550,4.0
1551,1551,5.0
1552,1552,8.0
1553,1553,4.0
1554,1554,4.0
1555,1555,4.0
1556,1556,5.0
1557,1557,6.0
1558,1558,6.0
1559,1559,2.0
1560,1560,2.0
1561,1561,4.0
1562,1562,7.0
1563,1563,4.0
1564,1564,4.0
1565,1565,5.0
1566,1566,3.0
1567,1567,3.0
1568,1568,4.0
1569,1569,4.0
1570,1570,6.0
1571,1571,6.0
1572,1572,8.0
1573,1573,8.0
1574,1574,4.0
1575,1575,7.0
1576,1576,7.0
1577,1577,4.0
1578,1578,5.0
1579,1579,7.0
1580,1580,10.0
1581,1581,7.0
1582,1582,5.0
1583,1583,6.0
1584,1584,5.0
1585,1585,2.0
1586,1586,4.0
1587,1587,6.0
1588,1588,7.0
1589,1589,7.0
1590,1590,4.0
1591,1591,3.0
1592,1592,1.0
1593,1593,4.0
1594,1594,4.0
1595,1595,3.0
1596,1596,7.0
