,t,traffic_flow
0,0,0.0
1,1,0.05199999999999999
2,2,0.09990410781917262
3,3,0.14522543451620673
4,4,0.11315097029591847
5,5,0.10400435474810305
6,6,0.10077089172821924
7,7,0.09451287454663895
8,8,0.08504598815018656
9,9,0.09100340182420316
10,10,0.09806895427842942
11,11,0.08904306173220944
12,12,0.09038068571831274
13,13,0.09767687491825013
14,14,0.08221098884999643
15,15,0.07056648115795675
16,16,0.09202198709146275
17,17,0.08445874245954657
18,18,0.10659289406725395
19,19,0.09091992725028092
20,20,0.08645712011423162
21,21,0.08715460848371218
22,22,0.09667008952101151
23,23,0.10268937488738519
24,24,0.12085313720600657
25,25,0.11852632010094549
26,26,0.09786681928041141
27,27,0.11819444687123293
28,28,0.10751191297636802
29,29,0.10057793710344665
30,30,0.12170239410657124
31,31,0.09793961185591225
32,32,0.12113877708506393
33,33,0.08923277469376657
34,34,0.10001448051118744
35,35,0.09970629727132707
36,36,0.11208810082529443
37,37,0.0927456495989414
38,38,0.11586185512478613
39,39,0.12257948685070583
40,40,0.13074756855009773
41,41,0.14338314244266623
42,42,0.13131189680878833
43,43,0.14640542262740688
44,44,0.140860449601039
45,45,0.15134977918034864
46,46,0.1479598402887312
47,47,0.12650490900244468
48,48,0.13098096992669525
49,49,0.11986178819168841
50,50,0.11866647734464122
51,51,0.12053162352588692
52,52,0.12781151109379826
53,53,0.13396757076001198
54,54,0.13278047296089954
55,55,0.11919616434756836
56,56,0.12093189557049461
57,57,0.11523898339381038
58,58,0.11358608989110719
59,59,0.11373836475538213
60,60,0.10550798116189032
61,61,0.1310843799951822
62,62,0.13019077758956152
63,63,0.11127071571120688
64,64,0.12688664747659817
65,65,0.13748313432636178
66,66,0.1228944414653711
67,67,0.12954039942370763
68,68,0.11013542601288971
69,69,0.14350907471378557
70,70,0.13510342311446316
71,71,0.15215018398772295
72,72,0.1433776326781398
73,73,0.14638367148555945
74,74,0.1382838114485903
75,75,0.14022892287177618
76,76,0.1458536198094067
77,77,0.18076735481013903
78,78,0.17099326445813517
79,79,0.1475797726911182
80,80,0.13381037763599984
81,81,0.13466730949638359
82,82,0.14891572086374946
83,83,0.14758945885814476
84,84,0.15550812489165958
85,85,0.13795650675665067
86,86,0.15250978927081482
87,87,0.12053570633558698
88,88,0.13202402361626503
89,89,0.13843753082098104
90,90,0.15662839841845863
91,91,0.13517238547922192
92,92,0.15372088572935425
93,93,0.14597457032498748
94,94,0.15981879221704173
95,95,0.13738624620171533
96,96,0.13458795467825527
