,velocity,flow,congestion,fuel_consumption
0,1.40962314381375,1.3156482675595,2001.0,6.707106295327685
1,1.5695194255165028,1.4648847971487358,2001.0,5.778949760964125
2,1.6070571712017003,1.4999200264549204,2001.0,7.011214179436408
3,1.6514101843805642,1.5413161720885264,2001.0,7.06777362887534
4,1.7349681320343353,1.619303589898713,2044.0,5.654965985402344
5,1.7160891993611616,1.6016832527370841,2001.0,6.1912299559119734
6,1.66099000341067,1.5502573365166252,2001.0,6.941189085564041
7,1.5972390994130754,1.490756492785537,2001.0,6.982525586225178
8,1.603580988769269,1.4966755895179842,2001.0,7.165941580043037
9,1.4910712912829163,1.391666538530722,2001.0,5.793167994887615
10,1.6919039640579239,1.5791103664540622,2001.0,7.929947216092566
11,1.6891014856158695,1.576494719908145,2001.0,7.408239910387945
12,1.7793776779631818,1.660752499432303,2001.0,6.6047864325267716
13,1.6505354296120407,1.5404997343045712,2001.0,7.478145386697948
14,1.658270217893554,1.5477188700339837,2078.0,5.9580686251301005
15,1.7081855248181448,1.5943064898302686,2001.0,5.830485949303176
16,1.6699307183225802,1.5586020037677415,2001.0,7.034243288654834
17,1.7437851628585628,1.627532818667992,2001.0,6.537264966982914
18,1.6998687476561265,1.5865441644790514,2108.0,5.951221991613332
19,1.7801608493584653,1.6614834594012344,2010.0,6.442488359836648
