,velocity,flow,congestion,fuel_consumption
0,0.7501674267988043,0.3750837133994022,21.0,4.722751302075827
1,0.7543320210343523,0.37716601051717613,305.0,4.737539734809456
2,0.75037886670615,0.37518943335307503,277.0,4.710758650379726
3,0.7494680352868954,0.3747340176434477,575.0,4.72492886411055
4,0.7503062231890252,0.3751531115945126,241.0,4.740490015367765
5,0.7503559203962771,0.37517796019813854,319.0,4.700770032559563
6,0.748103670250008,0.374051835125004,57.0,4.707203271365783
7,0.7511054538575909,0.37555272692879543,137.0,4.733630749108295
8,0.7480249295277003,0.3740124647638502,499.0,4.737465605249423
9,0.7511870445886247,0.37559352229431237,227.0,4.709156188611216
10,0.7498936254894089,0.3749468127447045,857.0,4.708405817212717
11,0.7506634409757655,0.37533172048788277,129.0,4.715784066679189
12,0.7488083359199574,0.3744041679599787,161.0,4.728357246749223
13,0.7506510035802784,0.3753255017901392,556.0,4.704487699143508
14,0.7522986139459122,0.37614930697295607,358.0,4.73267561760159
15,0.7499931681115992,0.3749965840557996,208.0,4.718162220611836
16,0.7521643320793613,0.37608216603968064,204.0,4.741827887690933
17,0.7494919662808607,0.37474598314043034,260.0,4.737790891804881
18,0.7526396596764102,0.3763198298382051,313.0,4.702497770560547
19,0.7504827475713003,0.37524137378565015,1029.0,4.73671298994599
20,0.749904916028103,0.3749524580140515,203.0,4.723904807928984
21,0.7507515270857724,0.3753757635428862,103.0,4.718043912744412
22,0.7521149071522508,0.3760574535761254,65.0,4.706886962692231
23,0.7519177370240723,0.37595886851203614,841.0,4.728906730114603
24,0.7516814966043937,0.3758407483021968,317.0,4.735858276755532
25,0.7491704854770457,0.3745852427385229,1090.0,4.72285989168105
26,0.7511659371603795,0.3755829685801898,57.0,4.705842665281553
27,0.7472144688014274,0.3736072344007137,183.0,4.7349837238939205
28,0.7505135937661996,0.3752567968830998,234.0,4.710386585534685
29,0.7509351195862739,0.37546755979313695,70.0,4.714365684285301
30,0.7514306087278109,0.37571530436390543,694.0,4.723377714240056
31,0.7526019334098596,0.3763009667049298,263.0,4.746872167061392
32,0.7498214514055419,0.37491072570277095,1145.0,4.692939323838303
33,0.7485055822706043,0.37425279113530213,349.0,4.731227679212388
34,0.7525216768178655,0.37626083840893276,38.0,4.716660487511814
35,0.7506445057865567,0.37532225289327836,657.0,4.708058654783528
36,0.7500424003573684,0.3750212001786842,142.0,4.733000670578361
37,0.7504479732971417,0.3752239866485709,311.0,4.707013028311567
38,0.7517615347253662,0.3758807673626831,782.0,4.745591772879639
39,0.7498970591179628,0.37494852955898134,686.0,4.722854622814612
40,0.7490533763916762,0.3745266881958381,167.0,4.731502199130179
41,0.7519984338460478,0.37599921692302396,269.0,4.708799850456831
42,0.7487464093738557,0.37437320468692786,1179.0,4.740604775966132
43,0.7506971191032259,0.37534855955161295,285.0,4.726234458223399
44,0.7510246516539564,0.3755123258269782,129.0,4.747302710856405
45,0.7530256017389415,0.37651280086947075,159.0,4.713892434549693
46,0.7492018509676572,0.3746009254838286,113.0,4.715327299968759
47,0.7531380322652677,0.3765690161326339,298.0,4.7331843624106265
48,0.7521543359905196,0.3760771679952598,205.0,4.733478165797518
49,0.7520941748780126,0.3760470874390063,491.0,4.715777862958192
