,velocity,flow,congestion,fuel_consumption
0,1.4488373452509278,0.7244186726254639,,4.220502378073414
1,1.4485055021479962,0.724252751073998,,4.219070535911378
2,1.4487761468635199,0.7243880734317599,,4.213345195253962
3,1.448925650821594,0.724462825410797,,4.217947158259714
4,1.4493677414178094,0.7246838707089047,,4.211669418324385
5,1.4484109531616305,0.7242054765808152,,4.2301217351185665
6,1.4490215812451253,0.7245107906225626,,4.227121951251427
7,1.448969361135435,0.7244846805677174,,4.218681519429568
8,1.449070260202505,0.7245351301012526,,4.22579571760775
9,1.4485946637442606,0.7242973318721302,,4.218110445319933
10,1.4485104037771166,0.7242552018885583,,4.223718598969582
11,1.4490185795920272,0.7245092897960135,,4.218696243065097
12,1.4485340429131066,0.7242670214565533,,4.219044955540289
13,1.4482707013373037,0.7241353506686519,,4.218871561125563
14,1.449590780208055,0.7247953901040275,,4.222645317938525
15,1.4481723884347715,0.7240861942173857,,4.218028533489565
16,1.4491900037999492,0.7245950018999745,,4.218976122145899
17,1.44914494376488,0.72457247188244,,4.224714924598198
18,1.4489367600775371,0.7244683800387685,,4.2210087983945925
19,1.4492245288235186,0.7246122644117592,,4.221260968155828
