,t,fuel_consumption
0,0,21.90500000000001
1,1,6.679999999999998
2,2,4.019999999999998
3,3,3.186666666666667
4,4,2.9300000000000006
5,5,3.0
6,6,3.313333333333333
7,7,3.834285714285714
8,8,3.2714254943218326
9,9,4.0599344238008666
10,10,4.841590133783527
11,11,5.225867212159365
12,12,4.396098221158834
13,13,4.189849240691286
14,14,4.173261100623218
15,15,4.562010355041898
16,16,4.050293904815077
17,17,4.980526023098392
18,18,4.627753528205682
19,19,4.481567884892547
20,20,4.654579632683653
21,21,4.300623896464352
22,22,4.4788184479665025
23,23,4.2174076760297545
24,24,4.5314110605371845
25,25,4.1826253229141965
26,26,4.927482124098898
27,27,4.711412268951463
28,28,5.162619824413721
29,29,5.580757686332289
30,30,4.756226679147849
31,31,4.251948840648271
32,32,5.023052076669138
33,33,4.59249134988474
34,34,4.372136086497182
35,35,5.38868739538276
36,36,5.066890788624101
37,37,4.642309459603419
38,38,4.304480990977641
39,39,4.44323314511585
40,40,4.634711215717343
41,41,4.450426201496996
42,42,4.439720405340477
43,43,3.785938285200118
44,44,4.833740503409615
45,45,5.042521490073406
46,46,5.541780591117134
47,47,5.392689940449121
48,48,4.438561211513885
49,49,5.213835887638659
50,50,5.093830009098029
51,51,4.963437975379292
52,52,4.475170321543863
53,53,4.687892366908791
54,54,4.908744533041807
55,55,4.901652683234729
56,56,4.222429290102227
57,57,4.74116882563155
58,58,4.896944989247229
59,59,4.701793802367522
60,60,4.195992427221171
61,61,4.624795600604676
62,62,4.464519546299417
63,63,4.289825680299749
64,64,4.447545344461711
65,65,4.378822870235666
66,66,4.556472300035756
67,67,4.543951020081955
68,68,4.371771457229064
69,69,4.391996673823248
70,70,4.40736485548147
71,71,4.855836508290274
72,72,5.34231957558226
73,73,5.245190504969127
74,74,4.4301781639384785
75,75,3.8211585631393525
76,76,4.489425808904799
77,77,4.2503392900978385
78,78,4.7136284696676185
79,79,4.677905240858446
80,80,4.929934248410475
81,81,4.855963466508973
82,82,4.789797384784813
83,83,4.540682692696886
84,84,4.166920308590681
85,85,5.135239966364042
86,86,4.646503680912461
87,87,4.324645196092493
88,88,4.533217151866657
89,89,4.384743779768012
90,90,4.424955822644559
91,91,4.548674406753037
92,92,5.144056147454783
93,93,5.011602013665406
94,94,4.853189034737713
95,95,5.01239593686031
96,96,5.400572932878281
97,97,5.555248459058355
98,98,5.033726435739321
99,99,4.499721635366875
100,100,4.354408600298524
101,101,4.848581432077124
102,102,5.103650813094806
103,103,4.212751838049169
104,104,4.850969876377178
105,105,4.543526140493344
106,106,4.499747642111329
107,107,4.897152720088061
108,108,5.032245499653238
109,109,4.61173469158723
110,110,5.306736181119367
111,111,4.6675899263657445
112,112,4.309472875055708
113,113,4.096708579001167
114,114,4.662030129104881
115,115,4.255091973617503
116,116,4.117342103825698
117,117,3.8861631523170126
118,118,4.332783368210503
119,119,3.9621177582141343
120,120,4.590178753408157
121,121,4.3394131504940034
122,122,4.915926078290262
123,123,4.307569868169162
124,124,5.0842516484862985
125,125,5.253513925621713
126,126,4.632182603912468
127,127,4.342140978529925
128,128,4.433097008219172
129,129,4.235189822770784
130,130,3.89440704344641
131,131,4.61974284876287
132,132,3.977849711498377
133,133,3.957496720789966
134,134,4.878482626970902
135,135,4.7506663649137115
136,136,4.896176112766315
137,137,4.425822380224432
138,138,4.505848597894971
139,139,4.904154303723024
140,140,4.42358809917634
141,141,3.8988730520330694
142,142,4.423058461963567
143,143,4.736204710013865
144,144,4.587275434823833
145,145,5.8166877440580755
146,146,4.911911784088008
147,147,4.6175684969574595
148,148,4.263357367639654
149,149,4.206904589647538
150,150,4.172990681114325
151,151,5.016779684717636
152,152,5.14961785297621
153,153,5.106659606829335
154,154,4.65745586186287
155,155,4.220574438272365
156,156,4.609834566982614
157,157,4.703417105849866
158,158,5.261251334180984
159,159,4.899125368779632
160,160,4.218190860188838
161,161,4.841004332937369
162,162,4.60497151121682
163,163,4.371972289878633
164,164,4.34513893960733
165,165,4.684962962907029
166,166,5.217388776631842
167,167,4.2680018441263545
168,168,4.368913325404221
169,169,4.719175331894603
170,170,4.657217434892553
171,171,4.391094722871455
172,172,4.777392282383933
173,173,4.9909571990547485
174,174,4.599392551849684
175,175,4.2886074345921426
176,176,4.122262757309229
177,177,4.203044225805204
178,178,3.841827220881387
179,179,3.8538796243913174
180,180,4.299964518844248
181,181,4.05382906815112
182,182,4.3475130890130576
183,183,4.399633686537794
184,184,4.680523083851876
185,185,4.482382364511426
186,186,4.34447918414926
187,187,4.602861278536349
188,188,4.809357651621469
189,189,4.686418871148582
190,190,4.2000850590095435
191,191,4.485895047449768
192,192,4.717554289043157
193,193,5.0763122195590435
194,194,4.968036200375172
195,195,4.836353349897462
196,196,4.497107811208834
197,197,4.217077564497825
198,198,5.305283474046873
199,199,4.335425733361586
200,200,4.658538025124464
201,201,4.896978235851296
202,202,4.446625779383941
203,203,4.778780890933501
204,204,4.701791895663014
205,205,4.362933758292884
206,206,4.20547066980297
207,207,4.79461867626273
208,208,4.534092760620845
209,209,4.812683982934682
210,210,4.68029234335479
211,211,4.375720080761211
212,212,4.899967268699047
213,213,4.913226267152439
214,214,4.926387956916534
215,215,4.62651686429872
216,216,4.564465876374244
217,217,4.238184950173488
218,218,4.6996068874039905
219,219,4.204612870899838
220,220,4.988378338015384
221,221,5.35636159101653
222,222,4.574194137865421
223,223,4.99691286447924
224,224,5.506200184081988
225,225,5.03984891937405
226,226,4.915949438027986
227,227,4.837924601588418
228,228,4.662968510152059
229,229,4.958350724903871
230,230,4.269563808965901
231,231,4.874810427427674
232,232,4.386395678574304
233,233,4.306197280195196
234,234,4.958440195116493
235,235,4.607085274859626
236,236,4.469539976403493
237,237,4.9241116960711535
238,238,4.109642586429479
239,239,4.933619551478896
240,240,4.857347614375496
241,241,4.49137932287092
242,242,5.157195907260401
243,243,5.548720302662406
244,244,4.441990417245065
245,245,4.689668141527975
246,246,4.970201774050179
247,247,4.857260655674458
248,248,5.286165059059961
249,249,4.751061628927984
250,250,4.519281462018342
251,251,4.4463953752977705
252,252,4.725151416799278
253,253,4.833866095080781
254,254,5.012981798355657
255,255,5.57128139621334
256,256,4.5194078421366495
257,257,4.6574241036378945
258,258,4.9222560119108785
259,259,4.72367683025508
260,260,4.485937910077898
261,261,4.293003221134338
262,262,4.886496519891538
263,263,5.003372012186977
264,264,5.005961637700333
265,265,4.837800435736321
266,266,4.9080608839902435
267,267,4.847301148561208
